"ppm","eng_sp1","eng_sp2","eng_sp3","eng_sp4","eng_sp5","fuel_sp1","fuel_sp2","fuel_sp3","fuel_sp4","fuel_sp5","gear_sp1","gear_sp2","gear_sp3","gear_sp4","gear_sp5","nav_sp1","nav_sp2","nav_sp3","nav_sp4","nav_sp5"
1371.54,0.77,3.31,2.17,4.46,-1.1,11.52,13.47,0.72,1.06,11.29,18.58,9.42,4.12,12.88,17.13,18.46,4.59,11.34,13.05,32.3845028095756
1190.96,0.23,-0.13,3.25,5.67,1.93,13.45,13.52,2.98,26.74,12.22,20.43,18.69,29.94,3.05,13.62,1.34,7.77,5.81,34.91,-5.96273121578071
1333.78,2.28,6.26,0.89,2.92,10.8,-1.85,2.69,10.86,-10.95,-1.16,12.77,18.5,22.37,-14.11,42.53,13.94,36.03,47.92,-14.19,31.3376974446866
1294.68,1.92,4.16,2.38,7.59,3.41,0.98,0.36,0.8,8.5,14.22,5.59,-13.68,24.94,26.64,16.04,39.38,37.36,22.57,24.33,16.256656047769
1341.29,0.97,-0.14,3.96,7.82,-1.31,1.73,0.24,29.31,9.62,-2.27,18.51,5.06,19.01,29.97,47.87,42.75,34.32,6.71,34.81,22.3782659105273
1299.78,0.91,-0.98,1.29,6.95,0.11,8.58,16.73,19.44,9.28,23.67,10.48,10.3,38,6.12,14.51,23.23,0.2,22.93,-9.42,50.1452926944172
1328.64,0.95,3.68,1.71,6.73,10.45,3.62,-2.59,10.22,4.42,9.42,9.2,-6.77,24.75,30.5,-0.7,50.27,5.64,-8.29,7.37,52.7326057010762
1285.05,1.2,3.37,0.34,1.66,-1.74,11.37,6.95,11.8,5.37,4.71,-0.7,5.14,19.09,13.47,2.73,28.04,18.48,31.96,6.11,23.5794176722281
1106.41,0.24,2.58,2.88,2.2,4.42,-5.87,12.3,-2.64,27.9,12.19,8.75,8.7,10.33,5.76,23.48,26.78,29.28,16.3,10.38,45.3987948747416
1376.78,2.28,3.39,0.51,2.42,4.24,7.26,4.68,-5.93,5.77,9.2,19.25,6.2,27.07,0.19,-11.96,14.86,37.36,0.77,26.93,-10.3038564970728
1255.89,0.31,0.56,5.99,8.26,9.73,5.4,8.56,8.66,15.33,-8.18,-0.49,-3.4,4.22,27.83,6.62,40.33,27.31,11.29,50.79,23.1189796933713
1362.41,-0.48,4.26,9.86,5.08,4.51,1.25,-5.1,3,-3.35,15.17,18.47,8.43,9.43,21.24,17.77,-1.99,11.02,35.08,45.42,59.9933767520158
1316.25,2.87,-0.75,-4.3,2.4,9.84,10.28,9.32,17.21,1.75,6.65,12.09,22.34,4.31,23.03,15.55,22.85,26.44,33.87,27.75,13.4383311934518
1552.25,2.65,-0.62,4.7,6.7,0.75,9.31,3.44,14.01,5.1,7.81,29.83,28.37,7.13,6.18,0.89,-6.3,20.64,37.46,19,-20.8537828863525
1161.18,-0.52,1.52,-1.86,4.15,7.05,12.48,13.41,10.15,27.14,3.72,17.81,35.8,29.7,3.41,-1.44,21.31,47.71,27.36,3.74,12.6410201325645
1288.7,3.87,0.62,5.13,7.73,6.24,7.05,1.41,4.23,-1.39,-3.85,-1.5,2.37,14.27,-18.34,27,30.84,21.59,5.52,15.73,7.27247758249115
1114.23,2.1,1.54,4.65,7.82,0.52,4.26,14.26,11.53,26.86,25.1,-4.47,19.56,6.26,7.75,50.87,9.6,44.01,25.45,0.11,6.30684906305373
1328.02,1.19,2.79,3.29,3.92,-0.52,0.66,22.16,4.26,8.09,21.04,15.77,29.66,3.13,27.67,14.48,28.48,-6.58,5.59,36.08,31.7523222787133
1359.11,-1.12,2.71,1.38,4.57,7.59,-0.75,4.83,7.71,2.45,-4.15,19.09,27.68,-8.07,26.41,-5.15,24.2,41.52,10.5,53.3,44.4373931479635
1281.3,1.45,4.95,1.99,1.55,-1.36,11.95,15.94,-7.49,12.62,15.67,11.32,2.71,40.43,-7.69,-19.67,3.8,-4.46,22.95,-19,44.7741631659319
1563.34,1.39,0.57,5.66,3.03,3.34,-1.87,-7.03,2.51,5.61,14.78,29.79,10.87,3.11,18.91,17.55,-5.66,16.78,0.44,39.8,1.32079236079326
1297.16,2.82,1.85,1.23,-0.21,6.14,11.09,-1.61,2.55,3.82,21.5,12.58,10.45,-14.28,39.71,31.54,7.03,16.88,21.41,-1.8,9.95654715747965
1367.18,0.43,2.69,1.02,-1.21,8.07,8.93,-1.24,11.22,13.95,4.8,19.57,12.5,14.8,27.72,14,19.45,2.35,2.48,2.81,19.2196207447516
1317.57,1.28,1.25,-4.1,1.65,9.62,8.14,-4.05,4.82,-7.35,24.67,10.87,19.66,13.68,19.04,7.27,56.57,34.19,20.44,34.94,46.0642804208956
1244,1.39,0.37,6.11,2.31,4.83,8.89,6.27,11.11,18.55,-10.44,5.34,20.34,6.24,18.31,15.31,21.63,-14.66,20.75,-16.14,10.4609543242997
1400.77,1.16,1.53,5.56,0.27,6.61,14.09,-5.74,2.16,17.84,14.92,23.99,26.75,21.01,20.47,43.88,20.4,21.01,14.94,15.44,36.0912301153492
1320.1,-0.82,5.4,-2.62,7.67,6.38,14.08,11.92,9.73,-1.75,11.31,6.05,26.68,27.04,27.56,35.35,7.78,37.46,17.28,35.01,21.279696510376
1296.32,1.49,0.3,0.44,0.79,5.68,3.25,17.72,15.52,7.42,11.88,-2.91,-1.47,23.69,9.56,21.95,22.48,14.03,2.45,6.71,36.3595639972768
1375.03,1.18,1.5,2.43,0.86,4.12,1.86,9.26,21.14,2.14,25.28,19.43,8.1,6.39,45.63,21.35,14.53,16.75,-17.79,-24.22,8.3612048283545
1295.46,1.21,1.12,-0.81,5.81,3.33,6.62,15.9,-1.21,9.09,14.59,2.56,12.45,16.47,-0.37,-2.12,23.04,31.65,3.73,17.88,29.5595878679982
1253.09,1.91,0.14,-0.66,0.37,-6.96,16.65,8.6,-2.88,21.09,7.41,15.63,7.47,5.6,14.92,57.48,25.74,32.07,18.93,1.34,29.3040140225418
1366.57,2,7.19,4.12,2.96,7.09,0.63,7.32,7.92,2.79,16.93,18.58,-0.78,21.27,47.13,7.79,6.75,11.19,0.66,14.07,-9.77585325548004
1300.9,0.05,4.43,4.5,-4.95,-1.71,8.33,14.73,24.08,3.6,9.74,8.63,22.38,-2.53,19.27,29.17,28.9,45.21,36.22,29.56,34.4645158918072
1264.91,0.58,1.82,1.4,0.9,-0.04,5.94,-0.28,15.73,12.62,14.66,-3.6,17.22,6.91,18.9,6.55,17.34,33.16,19.63,3.82,36.4176176578475
1309.34,0.69,0.76,0.74,4.83,2.38,13.07,4.81,13.81,-4.18,-4.74,12.04,28.94,9.13,18.04,38.27,48.12,26.37,24.56,29.49,31.5729751651021
1216.02,-0.59,0.36,0.96,5.27,3.34,5.03,14.75,4.29,21.65,3.79,-6.45,13,1.65,-0.24,7.51,34.13,11.79,24.93,32.27,9.14117780083587
1459.38,2.27,1.97,1.98,3.64,7.33,5.74,12.92,7.59,7.36,12.78,25.14,8.36,10.59,-9.2,8.44,23.63,3.24,31.01,31.05,0.0936596041018483
1293.65,0.79,-0.31,6.09,-0.66,1.79,12.92,-0.56,7.21,10.29,7.14,13.59,30.82,4.65,-12.42,17.56,23.9,11.45,20.17,23.5,37.4186261381606
1510.46,0.64,4.45,9,7.63,0.44,-2.42,-1.28,13.67,-4.62,12,27.33,36.39,32.2,27.36,31.63,9.04,38.52,49.62,23.33,42.9837900154463
1360.93,2.52,-0.51,0.31,3.62,9.41,1.55,7.29,2.59,1.32,12.36,19.14,3.19,14.88,20.46,17.31,-9.02,15.23,66.4,39.56,18.1657066992265
1300.72,-0.66,0.79,3.17,-2.62,3.19,16.9,10.15,-5.66,3.58,-6.7,7.83,11.31,-1.82,-2.01,15.31,10.51,15.28,14.18,38.38,41.8158442965644
1280.32,0.1,1.77,0.84,2.53,11.72,5.15,6.69,11.32,-7.04,-2.19,6.87,21.36,11.21,5.11,-1.05,4.1,-15.08,26.44,46.24,14.8741397346088
1273.73,1.38,-0.53,4.83,1.93,12.07,9.2,2.19,7.3,-2.2,14.47,-0.27,21.17,12.61,-16.85,4.91,17.89,-1.05,21.04,49.67,6.74052105264044
1287.14,-0.11,0.04,2.16,8.32,7.19,8.88,11.85,12.1,7.36,20.47,-3.74,-7.37,-7.7,30.06,21,13.35,-11.27,49.74,42.29,43.6691789611724
1424.24,1.79,-0.58,3.39,0.35,9.12,4.08,19.69,22.92,11.77,4.64,24.71,18.18,17.68,38.04,35.62,0.05,12.32,41.25,25.9,3.75528485100179
1196.89,1.13,0.64,1.22,0.74,9.75,1.25,-5.87,17.57,23.14,4.23,1.45,16.29,11.73,13.36,19.02,12.49,15.62,28.03,36.34,20.3774062953326
1206.13,2.74,-0.86,1.51,7.16,4.8,11.69,5.97,-0.7,23.51,12.33,14.81,19.61,16.18,14.76,-0.13,35.04,16.77,9.69,9.44,9.287220218122
1399.31,0.83,3.14,2.88,9.68,11.95,7.45,4.84,11.57,10.98,22.58,21.95,18.78,5.12,-2.43,8.24,19.28,16.75,60.77,13.72,22.8997146174662
1289.41,1.53,1.6,2.84,4.07,7.77,-3.31,8.04,21.56,7.19,8.97,-2.19,3.73,20.85,32.39,4.89,21.43,-12.28,1.86,17.98,2.3924992009439
1378.82,0.36,1.51,6.81,8.85,1.75,11.64,9.06,9.65,5.61,19.12,19.55,26.71,8.65,7.72,25.29,-15.71,29.73,-0.01,-7.58,8.77607919732563
1229.6,1.78,-0.48,5.89,6.22,2.72,13.6,7.68,6.7,19.98,0.41,13.52,6.76,15.39,10.96,19.54,14.58,11.88,5.99,6.07,19.5272291455999
1299.02,1.86,-0.44,2.01,5.06,3.72,2.96,8.92,9.23,13.75,17.38,9.99,-3.93,17.84,1.6,22.73,10.05,30.56,-6.86,53.05,13.2111614784679
1277.08,-0.22,0.68,4.72,3.12,10.73,2.94,4.8,9.98,2.15,14.3,-9.26,10.76,-7.5,18.46,46.96,25.42,-6.01,17.44,34.97,31.0764697028354
1314.91,1.07,1.82,2.02,5.33,0.41,16.35,-1.46,15.31,9.41,7.73,5.49,0.55,26.54,4.86,8.05,16.36,-5.53,57.3,19.66,-1.12440376798851
1226.48,1.39,-2.53,-0.74,-3.84,-3.09,4,-0.63,3.65,20.82,19.49,3.48,5.35,20.8,39.47,29.38,17.96,7.48,25.64,32.17,13.1052199005865
1424.12,3.42,1.14,-0.44,-1.22,2.27,11.42,6.21,15.81,12.33,13.35,24.62,15.98,21.05,18.79,24.01,31.65,-0.53,-19.26,17.14,7.52526802826444
1262.53,-0.06,1.4,7.71,2.82,8.55,1.58,4.03,22.28,14.15,6.75,1.18,4.53,8.72,21.52,18.01,8.48,14.1,8.81,24.44,-6.04985590123332
1403.24,0.26,1.51,5.28,2.81,10.38,16.26,3.82,14.5,8.48,25.93,23.25,3.18,13.86,21.69,28.55,-7.42,13.3,24.66,12.29,-11.183723640122
1282.31,0.09,3.55,-3.41,2.17,10.3,8.27,-1.72,20.97,1.47,2.07,-9.05,8.52,19.91,5.24,33.73,7.26,7.56,25.54,42.28,-9.67280376426066
1388.6,0.81,1.43,4.77,9.37,-3.83,4.47,1.71,8.36,-0.99,23.75,20.55,19.63,12.32,2.93,28.62,15.91,25.15,6.31,53.45,27.5117500162138
1339.66,-1.05,-0.1,1.34,2.01,7.49,5.38,18.33,-0.95,-1.72,13.1,1.59,15.63,24.28,-18.57,8.67,28.72,20.78,15.32,-1,61.1751827926734
1154.42,1.76,4.63,2.78,6.96,0.27,3.52,1.12,19.29,24.84,13.22,-3.51,10.78,16.31,21.23,5.86,26.79,18.06,30.17,3.68,1.60615091228847
1353.67,3.05,3.91,1.6,2.41,14.68,7.72,-0.61,10.47,-4.76,8.67,12.8,31.55,42.79,8.99,-30.81,8.9,31.04,7.06,17.05,11.3203177633058
1260.12,0.39,3.16,0.74,7.35,11.34,1.7,11.68,10.28,15.06,16.24,8.74,12.51,25.28,26.69,7.99,14.16,-6.1,22.58,8.94,46.267570558721
1435.44,1.09,1.36,0.76,13.47,8.51,8.28,10.31,1.91,7.28,11.7,24.46,12.06,-5.84,1.29,3.38,15.89,37.01,9.62,-4.61,0.738306160746056
1313.24,1.65,4.52,1.15,-5.48,8.63,-5.47,-9.42,21.08,8.62,12.03,13.25,19.57,9.64,28.98,26.05,15.83,27.51,32.03,12.97,19.2823515750932
1399.58,0.72,4.33,6.05,10.84,11.21,11.38,7.39,-2.07,11.64,18.95,20.52,18.14,-3.88,14.99,-18.01,-10.87,42.31,19.3,-4.66,35.1983917114949
1301.58,0.79,3.88,7.02,10.27,1.59,-3.51,-6.24,0.61,5.22,13.73,3.02,0.6,8.41,12.39,18.23,21.64,12.29,5.39,5.57,-6.86198547178684
1557.87,0.57,0.38,6.92,2.07,6,14.43,3.71,19.23,18.47,2.77,31.7,15.45,5.39,30.12,22.58,8.48,28.29,10.96,19.08,13.1863668686827
1374.08,1.98,-2.6,4.54,9.2,7.52,15.43,4.42,7.75,13.18,4.9,21.44,15.83,-5.55,41.68,16.22,27.44,7.05,26.38,-20.73,10.1008178795988
1322.14,1.3,6.03,1.47,-2.24,4.9,5.52,7.3,13.29,15.31,9.77,17.37,18.44,24.77,4.24,22.74,18.03,-23.17,8.82,20.01,17.2342130027098
1308.13,0.85,-0.08,1.33,3.85,4.59,7.89,12.86,-4.63,4.9,19.81,11.09,42.14,17.1,44.47,1.1,24.24,14.06,21.12,53.77,19.6574479121442
1229.95,0.98,4.08,6.33,0.42,8.79,4.65,14.17,5.28,20.17,10.02,0.31,18.49,44.44,28.68,12.06,13.64,29.26,9.38,-7.52,11.1435961208659
1277.46,2.5,4.61,6.19,-1.28,10.4,11.92,7.52,12.93,13.13,28.66,2.69,26.03,33.64,35.88,10.77,-5.35,38.51,16.92,67.86,23.8769107652546
1394.62,1.43,3.85,2.2,5.05,8.28,9.94,1.27,6.42,5.42,16.29,21.65,17.63,25.17,24.62,-10.3,-9.09,8.91,57.04,13.88,7.57047806050824
1312.99,0.63,2.65,2.58,10.86,7.89,8.77,8.79,6.04,15.65,20.24,16.58,36.69,7.71,23.43,9.06,-10.32,47.59,-4.97,35.47,-6.38456830740174
1282.58,1.35,0.51,-1.11,4.16,6.73,9.77,-1.54,12.96,-2.09,4.46,7.47,-2.3,10.93,22.22,11.54,-0.43,-8.98,25.74,-6.56,59.0213106407487
1329.88,2.14,3.94,1.79,8.5,6.22,3.08,5.53,14.59,5.19,18.66,0.19,6.96,12.91,27.16,-15.33,20.72,32.36,39.47,3.12,33.0211379835807
1260.16,1.18,1.25,1.96,8.54,2.07,1.47,8.81,2.82,14.66,8.75,-8.45,18.76,41.98,4.65,-0.29,23.27,1.57,-7.82,5.81,-2.85249371457837
1294.87,2.95,3.99,0.98,3.82,-4.86,-1.09,16,12.66,-3.12,16.1,-1.88,8.09,17.7,13.99,18.4,25.12,11.71,38.68,22.13,-3.97159721206868
1286.32,1.59,-1.26,6.91,3.72,7.46,3.95,-1.61,12.39,13.71,36.53,10.89,-5.03,18.1,-4.94,43.66,20.96,10.77,33.25,14.22,21.1585321376809
1255.6,1.66,6.4,1.46,4.11,1.22,5.8,-0.17,26.01,17.5,25.83,13,9.59,14.55,10.04,3.7,37.74,6.34,28.66,19.64,16.9903765880802
1311.15,2.54,-1.86,1.7,-2.24,3.79,6.66,3.18,14.27,14.39,-5.78,16.46,8.15,30.29,30.09,19.53,-10.5,-16.16,-3.93,14.43,7.24065331653266
1371.48,2.04,2.53,-0.02,5.41,5.67,8.36,18.72,24.01,7.06,17.91,17.79,21.36,37.35,20.41,36.56,2.93,49.07,-2.94,9.46,16.1839431222328
1327.88,1.39,1.85,5.01,7.77,9.96,0.15,11.12,24.85,4.21,-3.31,3.58,8.69,1.39,23.93,31.58,-2.55,8.96,7.93,71.78,66.5559608748993
1383.74,1.41,-0.65,3.95,10.75,8.91,7.7,12.74,17.37,2.36,20.59,19.79,-0.9,-5.67,16.62,14.68,8.72,44.17,26.43,22.56,-19.2629842980261
1314.84,2.8,2.92,3.65,-0.17,3.8,13.47,6.99,1.71,-0.3,-2.35,10.42,7.8,5.79,28.1,27.53,-32.35,10.82,48.55,33.31,12.818332147336
1475.6,1.66,2.41,3.2,-0.6,15.19,18.58,17.25,5.8,11.98,5.6,27.43,3.64,-5,-11.59,10.98,20.65,12.8,46.3,16.52,5.91887654044132
1386,-0.93,3.48,2.65,0.01,8.06,-0.46,10.84,5.79,10.81,28.2,20.27,19.44,13.02,0.73,3.15,23.67,21.71,9.54,-4.22,35.5269949153308
1301.21,2.36,4.66,0.69,-1.64,5.42,-0.15,-5.64,8.71,-9.77,18.64,-6.86,3.55,-1.27,10.97,23.08,20.36,6.55,21.87,23.92,19.1823779099175
1324.38,1.13,1.63,0.75,2.97,3.48,1.13,11.13,-3.51,16.19,14.53,13.02,23.53,16.99,6.46,11.84,-6.15,13.78,28.33,21.19,32.2554252321873
1437.22,1.52,0.29,-0.87,6.37,3.81,2.8,2.41,2.51,5.75,7.17,24.42,11.1,36.5,-12.92,30.76,8.48,9.41,22.53,10.55,40.3636270735242
1366.08,0.68,-3.06,6.09,5.85,-1.13,16.39,29.71,2.67,-4.02,15.41,18.67,17.52,22.04,0.85,2.65,33.57,19.7,0.25,16.66,19.6268070857575
1425.78,-0.19,2.82,0.13,-3.82,3.05,6.13,13.52,27.35,-2.79,6.65,23.99,13.31,45.69,31.67,22.12,48.51,29.97,-10.3,52.27,18.9510680512733
1322.82,-0.4,1.54,1.74,2.95,9.4,4.25,4.16,17.45,0.99,8.69,12.34,2.3,12.23,15.44,12.91,21.09,-6.88,18.58,24.23,27.1453485951926
1391.44,2.56,4.59,1.19,0.48,8.87,9.51,-6.12,6.54,13.7,3.52,23.67,16.11,10.92,18.57,44.37,41.07,14.62,26.67,-3.48,44.5458029248588
1040.63,1.4,-0.06,1.93,5.57,1.43,-3.62,13.57,3.15,29.92,16.39,4.93,-1.37,1.84,-3.11,3.97,16.11,0.3,-4.94,31.62,1.39439521066128
1274.15,2.22,2.69,4.79,5.72,5.5,3.46,4.76,5.29,11.32,11.73,9.85,-17.04,-6.8,12.12,1.83,14.39,38.75,19.09,82.72,50.1061023563638
1298.08,2.01,2.71,8.29,-2.86,2.18,3.37,10.45,4.01,1.89,2.81,6.65,31.89,17.47,11.71,10.62,19.53,19.71,8.6,44.71,27.4765959873223
1338.53,1.03,2.5,7.98,4.42,4.81,13.48,2.31,7.31,4.93,29.86,7.94,11.64,1.57,0.89,-7.87,23.34,18.8,46.12,17.87,42.8469808996878
1552.19,1.26,4.18,3.83,9.26,3.31,-5.49,14.82,10.87,9.27,1.96,30.32,30.07,12.01,19.4,21.33,38.74,20.92,16.03,39.66,43.356011523973
1148.24,1.81,3.45,4.26,1.62,9.47,4.42,14.27,3.99,26.69,1.06,16.86,12.76,20.72,18.26,23.9,4.16,-13.68,2.53,-0.06,17.6503694318181
1314.93,1.65,-0.57,2.97,-1.15,-1.97,8.16,-8.06,5.95,3.74,12.99,13.7,-2.56,1.98,23.46,23.11,13.28,30.32,26.01,-7.08,14.9895503878314
1260.55,1.83,-0.37,2.45,1.33,11.31,8.09,4.03,24.03,-2.88,7.1,-17.26,20.45,39.72,-1.11,-1.32,4.86,19.3,30.83,2.52,32.0356854337086
1259.91,0.52,0.83,0.18,-1.41,-7.34,10.32,14.99,6.95,17.11,32.81,2.59,9.61,27.68,7.22,48.47,50.86,5.89,29.81,37.72,4.42171104481699
1307.81,-0.11,-0.13,1.39,2.04,1.02,2.81,14.69,4.8,-8.31,2.53,1.19,28.77,29.57,1.35,26.87,-3.45,2.8,25.67,-31.68,16.39676100009
1327.85,0.99,2.27,3.09,4.38,6.22,3.97,18.61,0.16,2.37,15.82,8.42,8.35,15.47,9.01,35.56,8.95,8.57,1.83,24.52,8.41172006700323
1295.79,2.57,0.68,7.78,0.57,3.74,5.65,9.82,15.17,-5.2,17.42,1.89,17.74,4.33,19.92,2.79,0.85,9.93,6.95,-8.69,53.7999019481797
1346.59,0.74,-1.02,-1.16,4.66,-3.99,7.04,-5.97,9.41,7.67,24.32,17.15,18.2,3.59,26.54,-4.21,29.5,30.41,40.35,7.66,-10.429168569174
1342.7,1.19,3.44,5.18,1.03,4.61,2.49,10.07,-5.02,9.71,0.06,15.75,17.41,16.2,-9.13,-2.45,7.64,8.04,34.35,31.14,7.54026973670996
1260.75,0.81,1.05,4.38,1.23,-1.27,10.02,9.52,-2.61,17.87,5.29,6.1,-15.77,11.13,13.85,0.13,-20.73,34.6,25.48,2.09,24.7838334028197
1266.99,-0.56,1.17,1.92,-5.28,2.28,16.05,0.94,14.39,-4,14.01,-8.09,16.74,-20.02,10.18,38.98,3.75,23.64,14.49,6.26,26.5456402302835
1385.04,1.05,3.01,6.08,1.67,-0.48,0.89,3.85,2.3,5.7,-5.73,21.04,26.61,-0.18,-1.08,8.16,25.19,27.59,11.65,-11.84,31.2173969584492
1290.44,-0.21,6.6,-3.09,3.41,2.36,16.04,-1.18,5.8,21,0.55,18.71,14.41,9.09,7.52,41.09,-14.54,36.48,3.96,24.53,-9.05122227850021
1245.98,-0.11,2.42,-1.09,5.87,2.13,4.46,6.74,15.07,13.53,-1.29,4.7,18.19,-3.9,3.09,-0.16,-24.3,49.18,-3.88,25.68,-7.81796715252785
1306.34,1,1.29,2.99,0.28,3.51,-7.32,11.04,-6.06,6.86,9.46,13.37,27.55,-11.21,21.52,11.79,31.88,15.54,-0.89,5.2,6.16865656718063
1307,1.66,3.72,2.49,8.52,14.61,13.71,-0.4,-1.81,-1.83,11.19,-3.35,-22.04,21.44,5.52,4.06,32.03,-14.16,1.41,15.69,-21.4746720634004
1124.31,1.79,0.3,-0.9,-0.79,-1.87,9.65,8.41,9.38,29.66,-3.64,17.5,9.51,11.07,-2.69,42.22,36.22,34.16,6.87,37.76,23.3916976758252
1343.41,1.83,0.22,3.45,2.58,7.53,10.42,1.39,9.55,11.61,14.62,13.02,15.16,-10.13,13.92,53,38.66,33.16,35.74,-4.38,18.4261459200621
1357.29,-0.29,0.32,2.85,8.32,0.44,9.61,11.7,16.51,-15.96,8.79,-6.52,35.48,24.8,31.9,6.2,6.36,18.8,2.82,33.25,23.5172733713234
1390.89,0.07,4.37,5.23,8.11,5.14,2.6,12.69,-0.08,-0.89,5.37,22.29,9.12,1.21,6.76,11.3,0.24,6.72,38.81,28.9,-43.8695718007059
1313.51,0.93,3.46,2.93,1.19,8.8,5.19,18.84,6.39,-4.09,15.37,8.29,-2.33,19.32,11.48,38.63,5.65,15.33,27.82,35.49,42.6098739671164
1323.29,0.49,0.97,7.96,7.85,13.24,2.9,1.76,14.34,2.26,14.41,5.78,-0.73,0.38,28.57,25.84,37.96,13.65,26.4,36.67,-30.0796470657884
1304.49,1.37,3.29,2.92,-3.89,4.24,4.74,10.82,4.9,9.79,7.54,13.76,25.44,30.83,-10.85,19.83,15.72,1.04,38.99,23,30.5556904176295
1170.93,1.46,2.91,3.93,1.9,3.87,4.66,14.6,2.93,28.26,9.45,19.37,1.28,5.58,18.12,24.57,7.02,11.23,13.04,23.52,-12.9420503847749
1364.18,1.03,1.83,1.63,-0.31,10.44,-4.69,-4.37,3.7,15.46,9.57,21.22,15.79,32.65,7.03,-10.2,35.27,36.03,6.7,32.23,16.6086077361171
1330.84,0.78,0.61,2.4,-0.17,7.52,7.33,18.68,22.53,15.68,14.64,19.87,19.74,27.22,9.69,30.99,26.49,34.49,41.85,-4.06,43.2747436550365
1307.32,-0.43,-0.17,10.4,-0.45,9.83,6.34,1.02,3.3,11.32,19.45,8.93,0.06,29.68,-1.55,-23.8,23.41,9.99,30.26,31.52,14.1405360070295
1376.54,-0.38,0.16,6.54,3.5,4.15,4.21,0.43,19.71,6.82,6.39,17.9,4.87,19.2,17.86,10.33,-1.13,28.35,23.93,33.51,6.99233829309912
1333.26,1.79,2.34,0,1.92,1.68,7.14,26.02,1.25,13.4,-1.65,19.24,17.56,27.21,11.98,22.45,22.2,19.88,0.3,20.99,5.76584934514842
1288.34,1.25,0.2,4.35,7.67,-0.03,9.91,3.15,6.44,13.75,6.32,12.09,41.61,-9.39,-0.55,22.92,28.76,1.62,38.37,44.2,28.4980347491062
1381.67,0.91,2.36,5.23,-4.55,9.74,-1.61,8.29,-8.37,3.04,29.59,21.25,6.34,3.38,1.81,1.55,31.47,30.64,28.44,23.16,-1.0972663968388
1303.41,-0.04,-0.95,1.93,9.58,11.67,8,15.51,-2.41,5.35,16.64,-2.65,13.8,1.82,22.58,23.51,7.18,6.96,12.64,20.5,-38.0962019771123
1260.58,2.55,3.41,-2.67,8.44,-0.94,7,6.24,10.25,17.21,28.32,7.36,5.36,-9.41,17.51,-0.35,5.78,37.56,2.4,3.24,15.9162463916738
1282.36,1.59,-1.23,1.51,6.63,-2.75,7.76,-9.53,10.13,11.33,0.13,6.14,18.87,39.01,15.22,-1.31,24.02,16.37,42.35,38.74,5.7583276310887
1302.73,-0.82,3.42,5.66,11.57,-1.17,-3.09,6.81,1.07,8.25,11.66,9.74,14.73,11.55,17.15,5.38,17.58,2.01,35.91,40.72,-11.9843262802361
1257.6,1.27,3.69,3.54,1.97,-1.59,-3.63,7.11,1.47,18.09,6.56,-5.87,29.64,24.56,6.63,9.46,22.14,8.28,21.15,-1.6,19.3603743762555
1352.59,-0.24,2.39,6.02,0.39,7.01,9.35,9.68,9.91,12.08,24.88,18.43,22.53,18.38,-6.62,3.22,24.11,41.53,21.11,28.58,54.3971129472934
1221.79,0.33,0.99,4.35,1.03,11.58,3.17,1.97,7.6,20.27,4.26,2,-6.35,26.69,18.9,32.4,-3.85,35.66,15.66,18.37,27.5378032234177
1296.07,1.5,3.68,-0.65,9.85,1.59,11.56,11.94,0.12,10.49,19.13,1.56,-10.02,4.26,-5.16,32.7,30.88,18.34,25.16,40.01,32.4241583244301
1484.8,2.52,0.49,5.42,5.76,3.43,16.84,4.2,8.16,8.79,-14.26,27.51,30.47,17.2,4.62,35.05,12.18,5.96,9.42,7.06,55.1186626196883
1285.28,-1,1.03,4.99,0.08,9.71,5.98,23.37,13.94,-5.88,12.49,2.91,-6.93,17.08,37.52,24.87,-2.05,-6.9,14.86,16.86,10.9658860296
1306.78,-1.1,2.6,0,3.03,4.81,1.9,4.56,14.79,7.82,5.43,4.09,2.35,-2.69,-16.51,48.87,9.99,36.71,30.81,7.21,42.98908531616
2059.94,1.17,3.67,5.02,5.28,5.95,7.32,-3.21,31.01,-4.86,-4.24,41.99,5.7,5.84,6.06,45.85,18.34,21.47,21.03,32.17,-0.723056900051734
1461.82,1.02,0.67,1.86,1.1,7.83,1.23,7.94,14.3,-3.01,26.78,24.77,36.18,1.54,2.94,-22.94,6.82,3.88,21.38,2.03,45.9167320436413
1314.59,0.09,1.37,2.64,0.73,0.62,7.71,1.05,12.84,2.47,35.85,2.89,26.58,48.75,16.34,46.89,22.26,30.74,5.88,16.72,46.3277188259088
1307.68,0.52,1.78,-0.04,8.6,9.58,9.7,13.57,12.13,10.92,-7.53,16.39,16.37,24.89,-15.61,4.05,8.54,45.51,47.9,19.67,15.0511737982116
1300.7,1.33,3.55,5.67,1.75,0.92,8.57,9.69,2.16,7.25,1.63,0.44,2.24,18.83,28.33,-5.81,43.94,9.71,24.01,7.41,18.8131312619899
1461.99,1.69,0.64,2.03,6.51,0.49,9.28,16.6,-1.28,19.92,16.09,28.6,5.98,5.23,8.27,14.77,6.32,36.54,52.23,20.35,28.2244361801161
1608.19,0.1,1.81,5.03,4,-3.53,-1.24,0.7,10.47,1.31,14.07,31.18,5.95,6.76,9.58,36.26,23.34,2.94,-2.24,25.34,-0.56768862773184
1316.91,1.09,3.1,2.41,8.16,5.73,2.11,-5.6,5.06,9.37,1.99,12.37,15.56,14.96,-5.6,25.13,11.26,14.67,44.68,-3.31,14.8825190232043
